Unnamed: 0,batting_team,bowling_team,city,current_score,balls_left,wickets_left,crr,last_five,runs_x
11742,England,Australia,Southampton,48,89,9,9.290322580645162,47.0,162
40886,West Indies,Pakistan,Mirpur,67,57,7,6.380952380952381,29.0,166
10359,India,Bangladesh,Nagpur,95,46,7,7.702702702702703,44.0,174
11189,India,New Zealand,Hamilton,142,19,7,8.435643564356436,44.0,179
40790,Bangladesh,Australia,Mirpur,120,26,8,7.659574468085107,42.0,153
25905,West Indies,Australia,St Lucia,79,42,3,6.076923076923077,24.0,105
47160,Afghanistan,Sri Lanka,Kolkata,44,71,8,5.387755102040816,28.0,153
10317,India,Bangladesh,Nagpur,35,88,8,6.5625,34.0,174
35196,New Zealand,England,London,91,64,9,9.75,42.0,201
49979,Pakistan,Bangladesh,Mirpur,34,58,6,3.290322580645161,15.0,129
4439,India,England,Cardiff,74,52,7,6.529411764705882,43.0,148
309,New Zealand,Bangladesh,Mount Maunganui,83,62,7,8.586206896551724,41.0,195
35104,India,England,Mumbai,110,32,5,7.5,26.0,177
48513,New Zealand,Bangladesh,Kolkata,62,57,8,5.904761904761905,27.0,145
15028,Sri Lanka,New Zealand,Auckland,115,14,2,6.509433962264151,49.0,115
48777,Australia,India,Chandigarh,100,43,7,7.792207792207792,27.0,160
21497,Sri Lanka,New Zealand,Nottingham,147,8,6,7.875,43.0,158
38679,Sri Lanka,England,London,122,31,6,8.224719101123595,44.0,183
27123,Sri Lanka,India,Nagpur,119,44,8,9.394736842105264,60.0,215
13129,Australia,India,Sydney,119,46,8,9.64864864864865,47.0,194
29230,South Africa,Australia,Cape Town,93,30,7,6.2,29.0,146
28986,West Indies,Pakistan,St Lucia,125,20,7,7.5,26.0,150
5977,Sri Lanka,India,Colombo,146,12,4,8.11111111111111,28.0,152
26290,Australia,England,Barbados,90,33,6,6.206896551724138,44.0,147
13110,Australia,India,Sydney,81,65,8,8.836363636363636,34.0,194
5587,India,Sri Lanka,Colombo,152,15,7,8.685714285714285,48.0,174
44489,South Africa,Australia,Johannesburg,75,75,9,10.0,55.0,204
48676,England,Sri Lanka,Delhi,131,17,7,7.631067961165049,44.0,171
30976,England,Pakistan,Dubai,137,7,3,7.274336283185841,31.0,150
17066,New Zealand,South Africa,Durban,56,80,10,8.4,49.0,153
19193,Australia,South Africa,Johannesburg,41,82,8,6.473684210526316,36.0,166
5270,India,South Africa,Cape Town,63,77,9,8.790697674418604,36.0,172
12491,Sri Lanka,Pakistan,Lahore,88,59,9,8.655737704918034,34.0,165
37729,England,West Indies,Barbados,84,66,10,9.333333333333334,32.0,165
30651,Sri Lanka,Pakistan,Abu Dhabi,57,89,9,11.03225806451613,53.0,141
10032,Australia,South Africa,Cape Town,168,10,6,9.163636363636364,34.0,193
29257,South Africa,Australia,Cape Town,139,5,4,7.252173913043478,52.0,146
17142,New Zealand,South Africa,Durban,139,8,2,7.446428571428571,42.0,153
15331,West Indies,England,London,56,74,9,7.304347826086956,37.0,169
9104,West Indies,India,Kolkata,31,89,7,6.0,27.0,109
37265,England,Australia,Melbourne,93,41,4,7.063291139240507,31.0,130
41930,South Africa,West Indies,Cape Town,163,1,6,8.218487394957982,44.0,165
22318,New Zealand,West Indies,Hamilton,136,46,9,11.027027027027026,68.0,191
47781,Bangladesh,Australia,Bangalore,68,54,7,6.181818181818182,35.0,156
13211,Australia,India,Sydney,46,87,9,8.363636363636363,38.0,186
39362,Pakistan,Australia,Mirpur,57,71,8,6.979591836734694,41.0,191
22170,New Zealand,West Indies,Auckland,60,70,8,7.2,32.0,155
24989,New Zealand,Pakistan,Barbados,40,86,9,7.0588235294117645,31.0,133
26648,New Zealand,Australia,Christchurch,158,25,5,9.978947368421052,74.0,214
22562,Sri Lanka,India,Colombo,88,49,8,7.436619718309859,26.0,171
41846,South Africa,West Indies,Cape Town,35,83,8,5.675675675675675,26.0,165
10380,India,Bangladesh,Nagpur,137,25,7,8.652631578947368,50.0,174
10079,South Africa,India,Chandigarh,39,84,9,6.5,33.0,149
45617,New Zealand,Sri Lanka,Mount Maunganui,95,62,10,9.827586206896552,45.0,182
32303,West Indies,England,Pallekele,114,47,9,9.36986301369863,61.0,179
4455,India,England,Cardiff,89,37,6,6.433734939759036,41.0,148
43990,Pakistan,Bangladesh,Mirpur,35,78,10,5.0,29.0,141
45230,England,Pakistan,Dubai,49,77,8,6.837209302325581,31.0,172
17501,Bangladesh,Pakistan,Cape Town,121,29,4,7.978021978021978,37.0,140
37365,Australia,England,Sydney,74,65,8,8.072727272727272,49.0,195
5457,Sri Lanka,India,Mumbai,109,20,4,6.54,35.0,135
40519,India,Australia,Mirpur,73,46,6,5.918918918918919,22.0,159
45649,New Zealand,Sri Lanka,Mount Maunganui,131,30,9,8.733333333333333,34.0,182
20692,Sri Lanka,Pakistan,London,73,78,10,10.428571428571429,47.0,150
1417,West Indies,Pakistan,Dubai,43,66,5,4.777777777777778,25.0,115
12645,Sri Lanka,Pakistan,Lahore,137,27,7,8.838709677419354,44.0,182
37552,West Indies,England,Barbados,169,1,7,8.521008403361344,54.0,170
32424,South Africa,Pakistan,Colombo,59,48,7,4.916666666666667,28.0,133
24169,Australia,Pakistan,St Lucia,123,37,8,8.891566265060241,53.0,191
22459,India,New Zealand,Christchurch,112,30,3,7.466666666666667,29.0,162
16011,New Zealand,Sri Lanka,Johannesburg,137,19,5,8.138613861386139,38.0,164
38766,New Zealand,Bangladesh,Mirpur,83,65,9,9.054545454545456,35.0,204
33914,West Indies,Sri Lanka,Colombo,70,41,8,5.316455696202532,47.0,137
7439,Australia,India,Sydney,131,17,5,7.631067961165049,42.0,164
37896,South Africa,Australia,Centurion,55,67,7,6.226415094339623,35.0,128
44801,India,Australia,Adelaide,157,15,8,8.971428571428572,51.0,188
17362,Sri Lanka,Australia,Cape Town,65,42,3,5.0,30.0,101
34382,West Indies,Australia,St Lucia,149,1,3,7.512605042016807,52.0,150
249,Australia,Sri Lanka,Adelaide,187,0,4,9.35,51.0,187
43856,New Zealand,South Africa,Centurion,53,86,9,9.352941176470589,47.0,177
30707,Sri Lanka,Pakistan,Abu Dhabi,115,34,7,8.023255813953488,28.0,141
39526,West Indies,India,Mirpur,72,36,8,5.142857142857143,28.0,129
24995,New Zealand,Pakistan,Barbados,44,80,8,6.6,24.0,133
15951,New Zealand,Sri Lanka,Johannesburg,53,76,8,7.227272727272727,36.0,164
33070,Pakistan,India,Colombo,109,22,4,6.673469387755102,36.0,128
21676,Pakistan,South Africa,Nottingham,56,72,8,7.0,27.0,149
24565,Pakistan,England,Barbados,122,13,3,6.841121495327103,33.0,147
48518,New Zealand,Bangladesh,Kolkata,67,52,8,5.911764705882353,27.0,145
49262,India,West Indies,Mumbai,94,52,9,8.294117647058824,36.0,192
10091,South Africa,India,Chandigarh,55,72,9,6.875,31.0,149
6168,Sri Lanka,Bangladesh,Colombo,50,62,5,5.172413793103448,20.0,159
37959,South Africa,Australia,Centurion,116,6,3,6.105263157894737,35.0,128
34197,Pakistan,Bangladesh,Mirpur,66,61,8,6.711864406779661,22.0,135
45608,New Zealand,Sri Lanka,Mount Maunganui,78,71,10,9.551020408163266,36.0,182
5673,Bangladesh,India,Colombo,72,52,6,6.352941176470588,23.0,139
7166,South Africa,Sri Lanka,Johannesburg,111,39,9,8.222222222222221,55.0,198
3737,New Zealand,West Indies,Mount Maunganui,92,78,8,13.142857142857142,70.0,102
29716,Australia,India,Sydney,100,44,8,7.894736842105263,35.0,171
27404,Pakistan,England,Dubai,105,17,5,6.116504854368932,41.0,129
35748,England,New Zealand,Auckland,214,0,3,10.611570247933884,47.0,214
18197,New Zealand,England,Manchester,66,57,7,6.285714285714286,37.0,123
21450,Sri Lanka,New Zealand,Nottingham,85,54,8,7.727272727272727,34.0,158
185,Australia,Sri Lanka,Adelaide,91,62,9,9.413793103448276,39.0,187
45023,Australia,India,Sydney,120,40,7,9.0,45.0,197
7126,South Africa,Sri Lanka,Johannesburg,43,79,9,6.2926829268292686,34.0,198
20559,England,South Africa,Nottingham,28,78,7,4.0,23.0,111
38160,Sri Lanka,Pakistan,Dubai,66,54,7,6.0,24.0,145
15525,West Indies,South Africa,Johannesburg,188,11,6,10.34862385321101,37.0,205
45966,Pakistan,New Zealand,Hamilton,35,82,8,5.526315789473684,23.0,168
33072,Pakistan,India,Colombo,109,20,4,6.54,31.0,128
17335,Sri Lanka,Australia,Cape Town,37,68,5,4.269230769230769,22.0,101
10824,New Zealand,England,Auckland,117,70,8,14.04,56.0,146
15090,South Africa,India,Johannesburg,49,66,6,5.444444444444445,25.0,126
32136,New Zealand,Sri Lanka,Pallekele,32,91,10,6.620689655172414,32.0,174
10199,India,Bangladesh,Delhi,35,84,9,5.833333333333333,25.0,148
23823,Afghanistan,India,St Lucia,97,17,5,5.650485436893204,38.0,115
30064,New Zealand,South Africa,Hamilton,79,60,9,7.9,35.0,173
50069,Sri Lanka,Pakistan,Mirpur,36,88,10,6.75,36.0,150
37422,Australia,England,Sydney,164,10,4,8.945454545454545,46.0,195
34795,West Indies,New Zealand,Lauderhill,39,89,9,7.548387096774194,33.0,177
7796,Bangladesh,West Indies,Lauderhill,134,31,6,9.03370786516854,36.0,184
43517,South Africa,Bangladesh,Mirpur,72,58,8,6.967741935483871,36.0,148
37005,Sri Lanka,Bangladesh,Pallekele,98,51,7,8.521739130434783,30.0,198
43614,South Africa,Bangladesh,Mirpur,45,86,10,7.9411764705882355,36.0,169
4888,Pakistan,Sri Lanka,Lahore,43,84,10,7.166666666666667,35.0,180
6067,India,Bangladesh,Colombo,100,39,9,7.407407407407407,34.0,176
19456,Australia,South Africa,Melbourne,93,68,9,10.73076923076923,51.0,182
43872,New Zealand,South Africa,Centurion,70,70,8,8.4,45.0,177
44368,Australia,South Africa,Durban,72,74,7,9.391304347826088,49.0,157
49191,New Zealand,England,Delhi,153,0,2,7.65,32.0,153
34952,India,Sri Lanka,Pallekele,77,56,9,7.21875,27.0,155
31197,West Indies,Bangladesh,Mirpur,97,32,7,6.613636363636363,34.0,132
13297,Australia,India,Sydney,175,6,7,9.210526315789474,49.0,186
945,India,England,Nagpur,103,38,7,7.536585365853658,46.0,144
36449,Australia,Sri Lanka,Sydney,104,26,7,6.638297872340425,44.0,137
24771,Australia,India,Barbados,107,52,9,9.441176470588236,52.0,184
40523,India,Australia,Mirpur,77,42,6,5.923076923076923,25.0,159
14780,Australia,England,Sydney,188,13,5,10.542056074766355,39.0,221
37108,South Africa,Sri Lanka,Colombo,33,75,7,4.4,24.0,115
10945,New Zealand,India,Auckland,174,20,7,10.44,58.0,203
32184,New Zealand,Sri Lanka,Pallekele,103,43,8,8.025974025974026,45.0,174
15407,West Indies,England,London,169,0,3,8.45,31.0,169
10878,New Zealand,India,Auckland,59,85,10,10.114285714285714,51.0,203
36060,Australia,Pakistan,Dubai,54,51,5,4.695652173913044,20.0,89
49164,New Zealand,England,Delhi,124,27,7,8.0,32.0,153
38271,Sri Lanka,Pakistan,Dubai,73,66,10,8.11111111111111,40.0,211
43367,England,South Africa,Johannesburg,47,84,9,7.833333333333333,42.0,171
47339,South Africa,England,Mumbai,183,17,6,10.66019417475728,46.0,229
33621,Sri Lanka,Pakistan,Colombo,35,83,10,5.675675675675675,27.0,139
41142,South Africa,India,Mirpur,83,50,8,7.114285714285714,36.0,172
39397,Pakistan,Australia,Mirpur,130,38,7,9.51219512195122,61.0,191
30408,West Indies,England,London,51,83,9,8.27027027027027,47.0,125
36021,Australia,Pakistan,Dubai,30,90,8,6.0,29.0,89
4595,India,New Zealand,Delhi,158,22,9,9.673469387755102,62.0,202
45182,England,Pakistan,Dubai,154,4,6,7.9655172413793105,57.0,160
847,England,South Africa,Cardiff,166,14,6,9.39622641509434,45.0,181
50077,Sri Lanka,Pakistan,Mirpur,48,80,10,7.2,40.0,150
25274,West Indies,India,Barbados,74,52,10,6.529411764705882,42.0,169
6758,Pakistan,South Africa,Centurion,70,69,8,8.235294117647058,35.0,168
15658,West Indies,Bangladesh,Johannesburg,158,2,3,8.033898305084746,59.0,164
42668,England,Australia,Cardiff,93,43,8,7.246753246753247,53.0,182
26759,Pakistan,England,Cardiff,83,37,7,6.0,27.0,126
46175,New Zealand,Pakistan,Wellington,193,2,4,9.813559322033898,64.0,196
160,Australia,Sri Lanka,Adelaide,60,86,10,10.588235294117649,59.0,187
1222,West Indies,India,Lauderhill,224,13,7,12.5607476635514,43.0,245
25807,India,Sri Lanka,St Lucia,144,16,8,8.307692307692308,35.0,163
33306,Sri Lanka,England,Pallekele,115,31,7,7.752808988764045,41.0,169
22941,Australia,Pakistan,Dubai,85,45,5,6.8,24.0,108
17059,New Zealand,South Africa,Durban,46,87,10,8.363636363636363,45.0,153
7632,Bangladesh,West Indies,Lauderhill,52,72,7,6.5,31.0,171
3283,Afghanistan,West Indies,St Kitts,41,70,7,4.92,20.0,110
6736,Pakistan,South Africa,Centurion,46,91,9,9.517241379310343,46.0,168
13154,Australia,India,Sydney,155,22,7,9.489795918367347,52.0,194
2460,New Zealand,Australia,Auckland,116,30,2,7.733333333333333,24.0,150
28469,New Zealand,Pakistan,Hamilton,94,45,7,7.52,38.0,185
33142,West Indies,New Zealand,Pallekele,65,72,7,8.125,35.0,139
10330,India,Bangladesh,Nagpur,52,75,8,6.933333333333334,40.0,174
31706,West Indies,Australia,Colombo,152,22,6,9.306122448979592,54.0,191
23546,West Indies,Australia,Sydney,63,56,6,5.90625,28.0,138
29741,Australia,India,Sydney,141,19,7,8.376237623762377,53.0,171
12642,Sri Lanka,Pakistan,Lahore,135,30,8,9.0,49.0,182
44419,Australia,South Africa,Durban,119,23,3,7.360824742268041,26.0,157
49107,New Zealand,England,Delhi,53,80,9,7.95,37.0,153
45529,England,Pakistan,Manchester,105,29,5,6.923076923076923,26.0,135
22773,South Africa,England,Centurion,50,91,10,10.344827586206897,50.0,241
14606,South Africa,Australia,Johannesburg,75,63,9,7.894736842105263,36.0,201
14353,Sri Lanka,England,Southampton,81,68,8,9.346153846153848,50.0,163
1296,West Indies,India,Lauderhill,74,63,8,7.7894736842105265,25.0,143
19339,South Africa,Australia,Centurion,70,60,8,7.0,43.0,156
26793,Pakistan,England,Cardiff,121,4,6,6.258620689655173,36.0,126
45360,Sri Lanka,England,Southampton,61,75,8,8.133333333333333,44.0,140
49290,India,West Indies,Mumbai,132,24,8,8.25,41.0,192
33874,West Indies,Sri Lanka,Colombo,17,80,8,2.55,16.0,137
41366,South Africa,Pakistan,Johannesburg,75,70,9,9.0,39.0,153
38196,Sri Lanka,Pakistan,Dubai,107,18,6,6.294117647058823,35.0,145
6031,India,Bangladesh,Colombo,61,74,10,7.956521739130435,48.0,176
36659,New Zealand,Sri Lanka,Pallekele,28,65,5,3.0545454545454547,16.0,74
13783,Pakistan,New Zealand,Hamilton,128,18,5,7.529411764705882,50.0,163
29687,Australia,India,Sydney,66,72,9,8.25,35.0,171
22028,India,New Zealand,Wellington,41,87,8,7.454545454545454,40.0,149
20357,South Africa,New Zealand,London,82,34,6,5.72093023255814,27.0,128
21463,Sri Lanka,New Zealand,Nottingham,95,41,7,7.215189873417722,28.0,158
25668,New Zealand,England,St Lucia,114,28,7,7.434782608695652,49.0,149
41389,South Africa,Pakistan,Johannesburg,93,47,7,7.643835616438356,24.0,153
38279,Sri Lanka,Pakistan,Dubai,92,58,10,8.903225806451612,41.0,211
15708,England,Australia,Cape Town,49,73,7,6.25531914893617,32.0,135
32525,India,Australia,Colombo,64,68,8,7.384615384615385,36.0,140
12143,England,Pakistan,Manchester,87,56,8,8.15625,54.0,131
33314,Sri Lanka,England,Pallekele,128,23,5,7.917525773195877,46.0,169
2069,New Zealand,England,Wellington,120,40,9,9.0,56.0,196
36415,Australia,Sri Lanka,Sydney,59,59,7,5.80327868852459,30.0,137
13905,South Africa,England,Cape Town,146,20,7,8.76,50.0,179
34485,West Indies,Australia,Barbados,145,24,4,9.0625,29.0,160
40543,India,Australia,Mirpur,110,25,6,6.947368421052632,44.0,159
1339,West Indies,India,Lauderhill,114,22,3,6.979591836734694,23.0,143
37519,West Indies,England,Barbados,112,34,7,7.813953488372093,37.0,170
48789,Australia,India,Chandigarh,111,32,6,7.568181818181818,31.0,160
46266,Sri Lanka,West Indies,Pallekele,129,33,8,8.89655172413793,38.0,215
15229,West Indies,England,London,114,49,8,9.633802816901408,40.0,208
17370,Sri Lanka,Australia,Cape Town,74,34,3,5.162790697674419,31.0,101
37961,South Africa,Australia,Centurion,123,4,3,6.362068965517241,41.0,128
46424,West Indies,Sri Lanka,Colombo,158,3,4,8.102564102564102,33.0,162
2060,New Zealand,England,Wellington,109,47,9,8.95890410958904,53.0,196
25131,England,South Africa,Barbados,74,71,9,9.06122448979592,44.0,168
34716,West Indies,New Zealand,Lauderhill,101,41,8,7.670886075949367,44.0,209
17758,New Zealand,Pakistan,Cape Town,109,21,3,6.606060606060606,32.0,143
19126,South Africa,Bangladesh,Johannesburg,87,62,7,9.0,38.0,118
45377,Sri Lanka,England,Southampton,81,58,7,7.838709677419355,41.0,140
40783,Bangladesh,Australia,Mirpur,110,33,8,7.586206896551724,47.0,153
22217,New Zealand,West Indies,Auckland,114,24,5,7.125,35.0,155
20892,India,West Indies,London,140,5,4,7.304347826086956,58.0,153
25430,Australia,Sri Lanka,Barbados,110,20,5,6.6,36.0,168
1547,Pakistan,West Indies,Dubai,68,62,8,7.0344827586206895,36.0,160
32189,New Zealand,Sri Lanka,Pallekele,107,38,8,7.829268292682927,46.0,174
32294,West Indies,England,Pallekele,102,56,10,9.5625,57.0,179
20343,South Africa,New Zealand,London,64,48,7,5.333333333333333,15.0,128
44672,South Africa,Australia,Cape Town,142,17,7,8.271844660194175,39.0,178
45713,Sri Lanka,New Zealand,Auckland,33,87,8,6.0,32.0,142
28342,Pakistan,New Zealand,Auckland,84,46,3,6.8108108108108105,22.0,143
16703,New Zealand,England,Durban,34,75,6,4.533333333333333,18.0,164
41666,Sri Lanka,Bangladesh,Chittagong,133,19,4,7.900990099009901,31.0,168
7128,South Africa,Sri Lanka,Johannesburg,44,77,9,6.1395348837209305,35.0,198
18441,New Zealand,South Africa,Johannesburg,66,60,6,6.6,31.0,129
31887,India,England,Colombo,45,89,9,8.709677419354838,41.0,170
19887,Australia,West Indies,London,153,6,4,8.052631578947368,44.0,169
7627,Bangladesh,West Indies,Lauderhill,47,77,8,6.558139534883721,34.0,171
42112,Pakistan,Australia,Dubai,37,71,5,4.530612244897959,19.0,96
17755,New Zealand,Pakistan,Cape Town,106,24,4,6.625,31.0,143
48194,India,Bangladesh,Bangalore,127,10,4,6.927272727272728,38.0,146
9572,England,South Africa,Durban,69,79,9,10.097560975609756,54.0,204
36742,West Indies,Bangladesh,Mirpur,69,67,8,7.811320754716981,43.0,197
7640,Bangladesh,West Indies,Lauderhill,65,64,7,6.964285714285714,38.0,171
17734,New Zealand,Pakistan,Cape Town,81,44,8,6.394736842105263,31.0,143
47525,South Africa,Afghanistan,Mumbai,91,61,8,9.254237288135592,46.0,209
37026,Sri Lanka,Bangladesh,Pallekele,120,32,6,8.181818181818182,34.0,198
32043,Bangladesh,Pakistan,Pallekele,82,62,8,8.482758620689655,34.0,175
46152,New Zealand,Pakistan,Wellington,144,23,6,8.907216494845361,48.0,196
21234,England,India,London,120,20,7,7.2,40.0,153
6652,South Africa,Pakistan,Johannesburg,84,48,9,7.0,40.0,188
40243,South Africa,England,Chittagong,70,69,10,8.235294117647058,40.0,196
20516,Sri Lanka,West Indies,Nottingham,191,1,5,9.630252100840336,43.0,192
34340,West Indies,Australia,St Lucia,75,43,6,5.8441558441558445,23.0,150
34079,West Indies,England,Nottingham,169,0,6,8.380165289256198,62.0,172
25889,West Indies,Australia,St Lucia,62,58,5,6.0,23.0,105
45886,Pakistan,New Zealand,Auckland,95,39,7,7.037037037037037,36.0,171
29941,South Africa,New Zealand,Wellington,56,61,6,5.694915254237288,22.0,147
7879,Pakistan,England,Cardiff,52,74,8,6.782608695652174,32.0,173
13891,South Africa,England,Cape Town,118,32,7,8.045454545454545,33.0,179
18104,India,Australia,Melbourne,51,45,4,4.08,15.0,74
11710,India,West Indies,Lauderhill,167,0,5,8.35,41.0,167
200,Australia,Sri Lanka,Adelaide,107,48,9,8.916666666666666,39.0,187
17890,India,Australia,Durban,161,11,6,8.862385321100918,64.0,188
474,New Zealand,Bangladesh,Mount Maunganui,148,20,7,8.88,72.0,194
27213,Sri Lanka,India,Chandigarh,78,80,9,11.7,59.0,206
16816,Australia,Pakistan,Johannesburg,51,86,8,9.0,43.0,164
34585,South Africa,India,Johannesburg,114,44,9,9.0,42.0,219
17317,Sri Lanka,Australia,Cape Town,25,86,6,4.411764705882353,22.0,101
12887,Bangladesh,Pakistan,Lahore,94,38,9,6.878048780487805,37.0,141
13903,South Africa,England,Cape Town,143,22,7,8.755102040816327,48.0,179
35676,England,New Zealand,Auckland,91,70,8,10.92,66.0,214
10899,New Zealand,India,Auckland,84,66,9,9.333333333333334,35.0,203
27219,Sri Lanka,India,Chandigarh,84,77,9,11.72093023255814,55.0,206
48495,New Zealand,Bangladesh,Kolkata,47,75,9,6.266666666666667,26.0,145
2790,Bangladesh,Sri Lanka,Colombo,70,70,6,8.4,36.0,155
23188,Pakistan,Sri Lanka,Colombo,105,44,7,8.289473684210526,46.0,172
36967,Sri Lanka,Bangladesh,Pallekele,53,89,9,10.258064516129032,49.0,198
18538,West Indies,South Africa,Johannesburg,31,86,8,5.470588235294118,28.0,131
23281,New Zealand,Sri Lanka,Colombo,47,73,8,6.0,28.0,141
20739,Sri Lanka,Pakistan,London,113,33,7,7.793103448275862,29.0,150
32097,Bangladesh,Pakistan,Pallekele,162,9,6,8.756756756756756,38.0,175
41180,South Africa,India,Mirpur,146,12,6,8.11111111111111,39.0,172
47283,South Africa,England,Mumbai,102,71,9,12.489795918367347,61.0,229
24008,India,South Africa,St Lucia,39,76,8,5.318181818181818,29.0,186
18486,New Zealand,South Africa,Johannesburg,101,16,3,5.826923076923077,23.0,129
49830,Sri Lanka,India,Mirpur,31,84,8,5.166666666666667,26.0,138
19263,Australia,South Africa,Johannesburg,138,13,4,7.738317757009346,51.0,166
2314,England,New Zealand,Hamilton,108,52,8,9.529411764705882,53.0,194
46461,South Africa,Sri Lanka,Centurion,57,89,7,11.03225806451613,50.0,126
24564,Pakistan,England,Barbados,121,14,3,6.849056603773585,33.0,147
29100,India,West Indies,Trinidad,85,33,6,5.862068965517241,23.0,159
22220,New Zealand,West Indies,Auckland,116,21,5,7.03030303030303,27.0,155
3309,Afghanistan,West Indies,St Kitts,55,44,3,4.342105263157895,17.0,110
21190,England,India,London,68,63,9,7.157894736842105,41.0,153
41491,Pakistan,South Africa,Cape Town,51,67,8,5.773584905660377,26.0,176
49029,Sri Lanka,South Africa,Delhi,88,37,4,6.36144578313253,17.0,120
12271,Pakistan,England,Manchester,133,29,8,8.76923076923077,37.0,195
37240,England,Australia,Melbourne,67,65,5,7.309090909090909,37.0,130
6180,Sri Lanka,Bangladesh,Colombo,67,50,5,5.742857142857143,31.0,159
29069,India,West Indies,Trinidad,61,63,6,6.421052631578948,40.0,159
41351,South Africa,Pakistan,Johannesburg,60,84,10,10.0,51.0,153
46725,South Africa,Sri Lanka,Cape Town,145,10,5,7.909090909090909,38.0,169
25003,New Zealand,Pakistan,Barbados,49,72,8,6.125,20.0,133
19342,South Africa,Australia,Centurion,71,58,8,6.870967741935484,37.0,156
35723,England,New Zealand,Auckland,173,24,6,10.8125,49.0,214
44765,India,Australia,Adelaide,98,48,8,8.166666666666666,40.0,188
27229,Sri Lanka,India,Chandigarh,96,67,8,10.867924528301886,39.0,206
20994,South Africa,West Indies,London,155,23,7,9.58762886597938,53.0,183
22154,New Zealand,West Indies,Auckland,43,85,8,7.371428571428571,35.0,155
25978,Sri Lanka,England,St Lucia,36,86,7,6.352941176470588,30.0,128
17625,India,South Africa,Durban,98,28,6,6.391304347826087,37.0,153
22925,Australia,Pakistan,Dubai,70,61,6,7.11864406779661,27.0,108
9862,Australia,South Africa,Johannesburg,117,47,6,9.616438356164384,36.0,196
13100,Australia,India,Sydney,74,74,9,9.652173913043478,43.0,194
20133,England,Pakistan,London,161,13,5,9.02803738317757,33.0,185
17846,India,Australia,Durban,79,54,8,7.181818181818182,43.0,188
48663,England,Sri Lanka,Delhi,102,28,7,6.652173913043479,36.0,171
47435,Pakistan,India,Kolkata,67,42,7,5.153846153846154,28.0,118
44148,Pakistan,Sri Lanka,Colombo,86,46,7,6.972972972972973,34.0,175
42246,South Africa,West Indies,Durban,47,91,10,9.724137931034482,47.0,195
16488,South Africa,England,Cape Town,90,41,7,6.835443037974684,35.0,154
19452,Australia,South Africa,Melbourne,86,71,9,10.53061224489796,48.0,182
8688,Pakistan,Australia,Dubai,130,17,7,7.572815533980583,39.0,150
27653,Australia,England,Adelaide,139,13,6,7.794392523364486,39.0,157
36302,Australia,Pakistan,Dubai,112,52,9,9.882352941176473,65.0,168
3431,West Indies,Afghanistan,St Kitts,90,45,8,7.2,25.0,112
21109,New Zealand,Pakistan,London,83,32,4,5.659090909090909,27.0,99
37923,South Africa,Australia,Centurion,77,41,5,5.848101265822785,30.0,128
26724,Pakistan,England,Cardiff,51,72,8,6.375,30.0,126
21743,Pakistan,South Africa,Nottingham,144,6,6,7.578947368421052,35.0,149
49255,India,West Indies,Mumbai,87,59,9,8.557377049180328,38.0,192
47047,Pakistan,Bangladesh,Kolkata,90,60,9,9.0,46.0,201
13643,Pakistan,New Zealand,Auckland,83,36,4,5.928571428571429,41.0,153
36781,West Indies,Bangladesh,Mirpur,122,30,6,8.133333333333333,40.0,197
48979,Sri Lanka,South Africa,Delhi,45,86,8,7.9411764705882355,41.0,120
237,Australia,Sri Lanka,Adelaide,177,12,8,9.833333333333334,53.0,187
36473,Australia,Sri Lanka,Sydney,134,2,7,6.813559322033898,34.0,137
36336,Australia,Pakistan,Dubai,151,18,6,8.882352941176471,37.0,168
8561,Pakistan,Australia,Dubai,117,19,7,6.950495049504951,32.0,147
11437,India,New Zealand,Mount Maunganui,138,21,8,8.363636363636363,42.0,163
45734,Sri Lanka,New Zealand,Auckland,57,66,7,6.333333333333333,33.0,142
1925,England,Australia,Melbourne,69,57,7,6.571428571428571,32.0,137
39934,Sri Lanka,England,Chittagong,174,5,6,9.078260869565218,44.0,189
3142,West Indies,Pakistan,Trinidad,35,89,9,6.774193548387097,30.0,124
13999,South Africa,England,Cape Town,78,49,7,6.591549295774648,32.0,191
24774,Australia,India,Barbados,113,49,9,9.549295774647888,55.0,184
4792,Sri Lanka,Pakistan,Abu Dhabi,68,57,9,6.476190476190476,27.0,124
6696,South Africa,Pakistan,Johannesburg,156,6,7,8.210526315789474,53.0,188
44156,Pakistan,Sri Lanka,Colombo,98,38,7,7.170731707317073,34.0,175
33132,West Indies,New Zealand,Pallekele,61,82,7,9.63157894736842,47.0,139
20187,Australia,Sri Lanka,Nottingham,51,81,8,7.846153846153846,43.0,159
39521,West Indies,India,Mirpur,62,41,8,4.708860759493671,23.0,129
40488,India,Australia,Mirpur,51,77,8,7.116279069767442,32.0,159
2400,New Zealand,Australia,Auckland,53,89,9,10.258064516129032,50.0,150
17844,India,Australia,Durban,72,56,8,6.75,40.0,188
48078,England,Afghanistan,Delhi,134,4,3,6.931034482758621,49.0,142
46667,South Africa,Sri Lanka,Cape Town,71,66,9,7.888888888888889,36.0,169
35713,England,New Zealand,Auckland,163,34,7,11.372093023255816,60.0,214
41183,South Africa,India,Mirpur,152,9,6,8.216216216216216,38.0,172
45638,New Zealand,Sri Lanka,Mount Maunganui,112,41,9,8.50632911392405,34.0,182
39660,South Africa,New Zealand,Chittagong,104,29,6,6.857142857142857,41.0,170
5667,Bangladesh,India,Colombo,72,56,7,6.75,33.0,139
