,batting_team,bowling_team,city,current_score,balls_left,wickets_left,crr,last_five,runs_x
25178,England,South Africa,Barbados,131,24,6,8.1875,33.0,168
41803,Bangladesh,Sri Lanka,Chittagong,115,5,2,6.0,39.0,120
26066,Sri Lanka,England,St Lucia,121,5,5,6.3130434782608695,35.0,128
28230,India,South Africa,Durban,118,35,6,8.329411764705883,39.0,168
49095,New Zealand,England,Delhi,37,91,9,7.655172413793103,37.0,153
39974,Australia,West Indies,Mirpur,41,87,8,7.454545454545454,37.0,178
10403,India,Bangladesh,Nagpur,170,3,5,8.717948717948717,43.0,174
26177,Pakistan,Australia,St Lucia,144,20,7,8.64,48.0,191
11059,New Zealand,India,Auckland,100,27,6,6.451612903225806,26.0,132
40911,West Indies,Pakistan,Mirpur,83,33,5,5.724137931034483,23.0,166
44006,Pakistan,Bangladesh,Mirpur,51,62,9,5.275862068965517,27.0,141
23778,Afghanistan,India,St Lucia,43,60,7,4.3,14.0,115
22203,New Zealand,West Indies,Auckland,102,37,7,7.373493975903615,39.0,155
48390,South Africa,West Indies,Nagpur,57,60,5,5.7,21.0,122
49417,England,West Indies,Kolkata,125,19,3,7.425742574257426,36.0,155
49247,India,West Indies,Mumbai,76,65,9,8.290909090909091,49.0,192
2189,New Zealand,Australia,Auckland,153,47,9,12.575342465753424,76.0,243
26183,Pakistan,Australia,St Lucia,162,14,6,9.169811320754716,59.0,191
2191,New Zealand,Australia,Auckland,154,45,9,12.32,73.0,243
29735,Australia,India,Sydney,136,25,7,8.589473684210526,51.0,171
28264,India,South Africa,Durban,167,1,5,8.420168067226891,45.0,168
2564,West Indies,Pakistan,Barbados,50,49,4,4.225352112676056,13.0,111
6609,South Africa,Pakistan,Johannesburg,33,91,10,6.827586206896552,33.0,188
22590,Sri Lanka,India,Colombo,135,22,7,8.26530612244898,48.0,171
32183,New Zealand,Sri Lanka,Pallekele,101,44,8,7.973684210526316,43.0,174
3091,Pakistan,West Indies,Trinidad,121,19,5,7.188118811881188,29.0,137
15494,West Indies,South Africa,Johannesburg,145,38,9,10.609756097560975,52.0,205
2421,New Zealand,Australia,Auckland,78,69,6,9.176470588235293,33.0,150
4533,India,New Zealand,Delhi,47,82,10,7.421052631578948,37.0,202
2051,New Zealand,England,Wellington,92,56,9,8.625,47.0,196
32787,West Indies,Sri Lanka,Pallekele,55,53,8,4.925373134328358,34.0,129
26770,Pakistan,England,Cardiff,90,26,6,5.74468085106383,27.0,126
17362,Sri Lanka,Australia,Cape Town,65,42,3,5.0,30.0,101
28240,India,South Africa,Durban,136,25,6,8.589473684210526,50.0,168
24050,India,South Africa,St Lucia,105,35,8,7.411764705882353,43.0,186
22160,New Zealand,West Indies,Auckland,54,79,8,7.902439024390244,44.0,155
39390,Pakistan,Australia,Mirpur,120,45,8,9.6,65.0,191
44316,Sri Lanka,Pakistan,Colombo,163,5,4,8.504347826086956,53.0,172
23076,Bangladesh,West Indies,St Kitts,85,33,3,5.862068965517241,23.0,118
38038,Pakistan,South Africa,Dubai,49,50,5,4.2,27.0,98
15585,West Indies,Bangladesh,Johannesburg,47,74,9,6.130434782608695,30.0,164
14878,New Zealand,Sri Lanka,Wellington,129,37,7,9.325301204819278,39.0,162
21350,England,West Indies,London,116,30,7,7.733333333333333,32.0,161
6873,Sri Lanka,South Africa,Cape Town,46,80,7,6.9,39.0,134
37619,England,West Indies,Barbados,64,55,7,5.907692307692308,34.0,152
39852,Sri Lanka,England,Chittagong,45,81,9,6.923076923076923,41.0,189
17839,India,Australia,Durban,54,61,8,5.491525423728813,32.0,188
22283,New Zealand,West Indies,Hamilton,58,80,10,8.7,43.0,191
28881,Pakistan,South Africa,Abu Dhabi,112,4,1,5.793103448275862,21.0,119
1546,Pakistan,West Indies,Dubai,67,63,8,7.052631578947368,36.0,160
24514,Pakistan,England,Barbados,71,62,8,7.344827586206897,38.0,147
31306,India,Afghanistan,Colombo,75,49,7,6.338028169014085,33.0,159
6181,Sri Lanka,Bangladesh,Colombo,67,49,5,5.661971830985915,30.0,159
37047,Sri Lanka,Bangladesh,Pallekele,166,14,6,9.39622641509434,58.0,198
12022,England,Australia,Southampton,76,56,7,7.125,43.0,145
1586,Pakistan,West Indies,Dubai,117,24,7,7.3125,36.0,160
44903,India,Australia,Melbourne,124,35,9,8.75294117647059,40.0,184
2912,Bangladesh,Sri Lanka,Colombo,78,75,9,10.4,55.0,176
35803,New Zealand,England,Hamilton,77,65,9,8.4,43.0,192
1899,England,Australia,Melbourne,44,83,7,7.135135135135135,32.0,137
47517,South Africa,Afghanistan,Mumbai,82,69,9,9.647058823529411,52.0,209
9857,Australia,South Africa,Johannesburg,112,50,8,9.6,34.0,196
46688,South Africa,Sri Lanka,Cape Town,99,46,9,8.027027027027026,40.0,169
26730,Pakistan,England,Cardiff,56,66,7,6.222222222222222,26.0,126
4338,England,India,Manchester,113,29,5,7.450549450549451,26.0,159
20445,Sri Lanka,West Indies,Nottingham,80,70,10,9.6,44.0,192
9716,South Africa,England,Centurion,103,57,8,9.80952380952381,41.0,222
43411,England,South Africa,Johannesburg,106,42,7,8.153846153846153,43.0,171
30002,South Africa,New Zealand,Wellington,147,0,4,7.35,46.0,147
38541,West Indies,New Zealand,Wellington,84,45,6,6.72,33.0,159
31580,England,Afghanistan,Colombo,134,22,8,8.204081632653061,53.0,196
10030,Australia,South Africa,Cape Town,165,12,6,9.166666666666666,39.0,193
4901,Pakistan,Sri Lanka,Lahore,57,72,9,7.125,34.0,180
37518,West Indies,England,Barbados,112,35,8,7.905882352941177,43.0,170
40548,India,Australia,Mirpur,121,20,6,7.26,52.0,159
11655,India,West Indies,Lauderhill,87,54,9,7.909090909090909,33.0,167
229,Australia,Sri Lanka,Adelaide,163,19,8,9.683168316831683,57.0,187
32420,South Africa,Pakistan,Colombo,54,52,7,4.764705882352941,26.0,133
49522,India,Bangladesh,Mirpur,90,36,7,6.428571428571429,43.0,166
20199,Australia,Sri Lanka,Nottingham,64,69,7,7.529411764705882,32.0,159
15527,West Indies,South Africa,Johannesburg,188,9,5,10.162162162162161,36.0,205
18016,India,Pakistan,Johannesburg,138,10,5,7.527272727272727,35.0,157
34232,Pakistan,Bangladesh,Mirpur,108,27,5,6.967741935483871,39.0,135
38177,Sri Lanka,Pakistan,Dubai,85,37,6,6.144578313253012,26.0,145
42762,New Zealand,Pakistan,Dubai,52,72,8,6.5,37.0,144
10531,India,West Indies,Mumbai,240,0,7,11.900826446280991,67.0,240
34953,India,Sri Lanka,Pallekele,78,55,9,7.2,28.0,155
11887,Australia,England,Southampton,57,65,7,6.218181818181818,33.0,157
30857,Pakistan,England,Dubai,140,3,5,7.17948717948718,44.0,144
5175,India,South Africa,Centurion,94,50,6,8.057142857142857,44.0,188
6867,Sri Lanka,South Africa,Cape Town,42,86,7,7.411764705882353,42.0,134
33402,Pakistan,Australia,Colombo,67,58,8,6.483870967741935,38.0,149
48151,India,Bangladesh,Bangalore,73,53,8,6.537313432835821,31.0,146
39253,Sri Lanka,South Africa,Chittagong,84,56,7,7.875,33.0,165
29043,India,West Indies,Trinidad,35,88,9,6.5625,34.0,159
48417,South Africa,West Indies,Nagpur,88,33,5,6.068965517241379,37.0,122
31781,Pakistan,New Zealand,Pallekele,80,69,9,9.411764705882353,54.0,177
47351,South Africa,England,Mumbai,212,5,6,11.060869565217391,53.0,229
7544,Bangladesh,West Indies,St Kitts,115,37,5,8.313253012048193,34.0,143
8237,New Zealand,Sri Lanka,Auckland,29,91,6,6.0,29.0,179
38516,West Indies,New Zealand,Wellington,60,69,8,7.0588235294117645,43.0,159
8273,New Zealand,Sri Lanka,Auckland,57,56,5,5.34375,25.0,179
10486,India,West Indies,Mumbai,141,42,8,10.846153846153847,39.0,240
2355,England,New Zealand,Hamilton,166,12,5,9.222222222222221,46.0,194
9067,Pakistan,New Zealand,Dubai,160,5,7,8.347826086956522,53.0,166
50006,Pakistan,Bangladesh,Mirpur,73,31,6,4.921348314606742,43.0,129
23298,New Zealand,Sri Lanka,Colombo,70,56,8,6.5625,40.0,141
33089,Pakistan,India,Colombo,128,3,1,6.564102564102564,27.0,128
32525,India,Australia,Colombo,64,68,8,7.384615384615385,36.0,140
8054,New Zealand,India,Auckland,127,25,6,8.021052631578947,46.0,158
18792,England,New Zealand,Christchurch,71,78,8,10.142857142857142,58.0,193
10870,New Zealand,India,Auckland,50,92,10,10.714285714285714,50.0,203
47298,South Africa,England,Mumbai,128,56,8,12.0,50.0,229
21326,England,West Indies,London,94,53,8,8.417910447761194,42.0,161
43266,England,South Africa,Cape Town,74,60,6,7.4,29.0,134
4201,Pakistan,New Zealand,Mount Maunganui,100,43,8,7.792207792207792,43.0,181
36654,New Zealand,Sri Lanka,Pallekele,24,70,6,2.88,14.0,74
32318,West Indies,England,Pallekele,120,33,8,8.275862068965518,27.0,179
9121,West Indies,India,Kolkata,43,72,7,5.375,21.0,109
41649,Sri Lanka,Bangladesh,Chittagong,119,36,5,8.5,34.0,168
48267,Australia,Pakistan,Chandigarh,82,58,7,7.935483870967742,39.0,193
50323,Australia,Sri Lanka,Pallekele,129,50,9,11.057142857142857,53.0,263
5476,Sri Lanka,India,Mumbai,133,1,3,6.705882352941177,37.0,135
29121,India,West Indies,Trinidad,127,13,5,7.121495327102804,52.0,159
29709,Australia,India,Sydney,86,50,8,7.371428571428571,30.0,171
16999,Sri Lanka,Bangladesh,Johannesburg,103,25,5,6.505263157894737,32.0,147
3848,New Zealand,West Indies,Mount Maunganui,191,25,9,12.063157894736841,63.0,243
32668,New Zealand,England,Pallekele,67,51,7,5.826086956521739,25.0,148
21944,Sri Lanka,Pakistan,London,67,47,5,5.506849315068493,27.0,138
20589,England,South Africa,Nottingham,71,50,7,6.085714285714285,43.0,111
4668,Sri Lanka,Pakistan,Abu Dhabi,51,69,7,6.0,22.0,102
13839,South Africa,England,Cape Town,59,82,9,9.31578947368421,52.0,179
21459,Sri Lanka,New Zealand,Nottingham,92,45,7,7.36,30.0,158
30927,England,Pakistan,Dubai,89,54,6,8.090909090909092,43.0,150
16496,South Africa,England,Cape Town,92,33,5,6.344827586206897,33.0,154
36964,Sri Lanka,Bangladesh,Pallekele,48,92,9,10.285714285714286,48.0,198
26269,Australia,England,Barbados,54,54,6,4.909090909090909,30.0,147
25886,West Indies,Australia,St Lucia,60,60,5,6.0,21.0,105
27830,New Zealand,Sri Lanka,Lauderhill,37,79,8,5.414634146341464,28.0,120
18845,England,New Zealand,Christchurch,135,25,6,8.526315789473685,47.0,193
19127,South Africa,Bangladesh,Johannesburg,88,61,7,8.94915254237288,37.0,118
22109,India,New Zealand,Wellington,133,6,4,7.0,38.0,149
32999,Pakistan,India,Colombo,36,91,8,7.448275862068965,34.0,128
44933,India,Australia,Melbourne,178,5,8,9.28695652173913,54.0,184
2700,Pakistan,West Indies,Trinidad,82,35,6,5.788235294117647,37.0,132
24685,South Africa,New Zealand,Barbados,133,18,7,7.823529411764706,54.0,170
50296,Australia,Sri Lanka,Pallekele,82,77,9,11.44186046511628,62.0,263
38454,New Zealand,West Indies,Auckland,167,11,5,9.192660550458715,61.0,189
19195,Australia,South Africa,Johannesburg,47,80,8,7.05,42.0,166
16360,Bangladesh,Australia,Cape Town,81,42,8,6.230769230769231,36.0,123
13281,Australia,India,Sydney,148,21,8,8.969696969696969,47.0,186
49954,Pakistan,Bangladesh,Mirpur,20,83,7,3.2432432432432434,19.0,129
10629,New Zealand,England,Christchurch,116,23,6,7.175257731958763,38.0,153
24988,New Zealand,Pakistan,Barbados,40,87,9,7.2727272727272725,33.0,133
432,New Zealand,Bangladesh,Mount Maunganui,54,62,7,5.586206896551724,18.0,194
3972,Pakistan,New Zealand,Wellington,70,23,3,4.329896907216495,26.0,105
32524,India,Australia,Colombo,64,69,8,7.529411764705882,37.0,140
25398,Australia,Sri Lanka,Barbados,73,52,5,6.4411764705882355,35.0,168
24688,South Africa,New Zealand,Barbados,136,15,7,7.771428571428571,48.0,170
36983,Sri Lanka,Bangladesh,Pallekele,76,73,9,9.702127659574469,41.0,198
4044,Pakistan,New Zealand,Auckland,85,70,10,10.2,56.0,201
26834,Pakistan,New Zealand,Dubai,39,83,9,6.324324324324325,39.0,161
23785,Afghanistan,India,St Lucia,54,53,7,4.835820895522388,24.0,115
27578,Australia,England,Adelaide,39,87,10,7.090909090909091,36.0,157
28859,Pakistan,South Africa,Abu Dhabi,93,26,2,5.9361702127659575,14.0,119
14270,South Africa,New Zealand,Johannesburg,110,28,4,7.173913043478261,20.0,133
32950,South Africa,Australia,Colombo,111,14,5,6.283018867924528,33.0,146
9624,England,South Africa,Durban,126,28,5,8.217391304347826,35.0,204
47074,Pakistan,Bangladesh,Kolkata,127,33,8,8.758620689655173,39.0,201
32918,South Africa,Australia,Colombo,77,44,6,6.078947368421052,28.0,146
26273,Australia,England,Barbados,58,50,6,4.9714285714285715,29.0,147
14378,Sri Lanka,England,Southampton,109,44,5,8.605263157894736,34.0,163
9853,Australia,South Africa,Johannesburg,106,54,8,9.636363636363637,31.0,196
33692,Sri Lanka,Pakistan,Colombo,116,14,8,6.566037735849057,32.0,139
15219,West Indies,England,London,97,59,8,9.540983606557377,40.0,208
20703,Sri Lanka,Pakistan,London,81,68,10,9.346153846153847,34.0,150
39781,West Indies,Bangladesh,Mirpur,116,31,8,7.820224719101123,42.0,171
13002,Bangladesh,Pakistan,Lahore,76,45,7,6.08,35.0,136
27721,Australia,England,Melbourne,71,67,8,8.037735849056604,34.0,147
29108,India,West Indies,Trinidad,95,25,6,6.0,27.0,159
194,Australia,Sri Lanka,Adelaide,100,54,9,9.090909090909092,37.0,187
30523,West Indies,England,London,24,89,9,4.645161290322581,24.0,113
18863,England,New Zealand,Christchurch,178,7,5,9.451327433628318,58.0,193
1793,New Zealand,Australia,Sydney,48,63,6,5.052631578947368,26.0,117
41305,India,Sri Lanka,Mirpur,121,8,7,6.482142857142857,33.0,130
46682,South Africa,Sri Lanka,Cape Town,90,52,9,7.9411764705882355,38.0,169
43238,England,South Africa,Cape Town,46,88,9,8.625,39.0,134
19636,Australia,New Zealand,Sydney,135,9,5,7.297297297297297,43.0,150
43891,New Zealand,South Africa,Centurion,101,53,8,9.044776119402986,40.0,177
49615,Pakistan,India,Mirpur,43,66,4,4.777777777777778,17.0,83
2148,New Zealand,Australia,Auckland,64,87,10,11.636363636363637,57.0,243
37907,South Africa,Australia,Centurion,68,56,7,6.375,34.0,128
42402,New Zealand,Pakistan,Dubai,61,60,6,6.1,33.0,135
49767,Bangladesh,Sri Lanka,Mirpur,108,22,6,6.612244897959184,44.0,147
44117,Pakistan,Sri Lanka,Colombo,51,77,9,7.116279069767442,41.0,175
36665,New Zealand,Sri Lanka,Pallekele,34,59,4,3.3442622950819674,19.0,74
13280,Australia,India,Sydney,146,22,8,8.938775510204081,46.0,186
36765,West Indies,Bangladesh,Mirpur,98,44,7,7.7368421052631575,44.0,197
33393,Pakistan,Australia,Colombo,47,67,8,5.320754716981132,32.0,149
30452,West Indies,England,London,91,40,8,6.825,31.0,125
42306,South Africa,West Indies,Durban,125,32,9,8.522727272727273,31.0,195
46708,South Africa,Sri Lanka,Cape Town,122,27,7,7.870967741935484,39.0,169
6541,South Africa,Pakistan,Cape Town,138,36,9,9.857142857142858,59.0,192
23336,New Zealand,Sri Lanka,Colombo,117,20,6,7.02,32.0,141
34564,South Africa,India,Johannesburg,79,65,9,8.618181818181819,42.0,219
7370,Australia,India,Sydney,50,81,10,7.6923076923076925,34.0,164
4164,Pakistan,New Zealand,Mount Maunganui,51,79,9,7.463414634146342,39.0,181
4680,Sri Lanka,Pakistan,Abu Dhabi,63,57,6,6.0,27.0,102
44764,India,Australia,Adelaide,97,49,8,8.19718309859155,39.0,188
17088,New Zealand,South Africa,Durban,76,60,7,7.6,32.0,153
13538,New Zealand,West Indies,Mount Maunganui,235,3,8,12.051282051282051,71.0,238
38296,Sri Lanka,Pakistan,Dubai,124,41,9,9.417721518987342,60.0,211
39688,South Africa,New Zealand,Chittagong,168,1,4,8.470588235294118,69.0,170
28964,West Indies,Pakistan,St Lucia,106,42,8,8.153846153846153,38.0,150
21435,Sri Lanka,New Zealand,Nottingham,68,69,8,8.0,43.0,158
23324,New Zealand,Sri Lanka,Colombo,98,31,7,6.606741573033708,35.0,141
36472,Australia,Sri Lanka,Sydney,133,3,7,6.82051282051282,34.0,137
13889,South Africa,England,Cape Town,116,34,7,8.093023255813954,33.0,179
13247,Australia,India,Sydney,94,52,8,8.294117647058824,39.0,186
32181,New Zealand,Sri Lanka,Pallekele,99,46,8,8.027027027027026,42.0,174
37881,South Africa,Australia,Centurion,36,82,8,5.684210526315789,30.0,128
46912,England,West Indies,Mumbai,62,73,9,7.914893617021277,39.0,182
24191,Australia,Pakistan,St Lucia,169,16,6,9.75,55.0,191
5075,India,South Africa,Johannesburg,164,25,6,10.357894736842105,48.0,203
46394,West Indies,Sri Lanka,Colombo,125,33,6,8.620689655172415,46.0,162
810,England,South Africa,Cardiff,107,51,9,9.304347826086957,58.0,181
15822,India,Pakistan,Durban,35,82,7,5.526315789473684,28.0,141
13981,South Africa,England,Cape Town,62,67,8,7.018867924528302,31.0,191
16762,New Zealand,England,Durban,143,17,3,8.330097087378642,58.0,164
28011,New Zealand,Sri Lanka,Lauderhill,77,23,2,4.762886597938144,19.0,81
45258,England,Pakistan,Dubai,81,50,7,6.942857142857143,34.0,172
6449,South Africa,Sri Lanka,Colombo,91,28,2,5.934782608695652,22.0,98
24504,Pakistan,England,Barbados,60,72,9,7.5,32.0,147
7659,Bangladesh,West Indies,Lauderhill,90,45,7,7.2,42.0,171
46149,New Zealand,Pakistan,Wellington,143,26,6,9.127659574468085,49.0,196
47304,South Africa,England,Mumbai,133,50,8,11.4,44.0,229
11075,New Zealand,India,Auckland,118,13,6,6.616822429906542,32.0,132
31561,England,Afghanistan,Colombo,100,41,8,7.594936708860759,38.0,196
40,Australia,Sri Lanka,Melbourne,50,80,10,7.5,39.0,168
33066,Pakistan,India,Colombo,108,26,4,6.8936170212765955,43.0,128
5043,India,South Africa,Johannesburg,114,56,7,10.6875,40.0,203
42251,South Africa,West Indies,Durban,62,86,10,10.941176470588236,56.0,195
34348,West Indies,Australia,St Lucia,92,35,6,6.4941176470588236,35.0,150
36165,Pakistan,Australia,Dubai,54,67,9,6.113207547169812,28.0,151
19235,Australia,South Africa,Johannesburg,88,40,5,6.6,28.0,166
20234,Australia,Sri Lanka,Nottingham,87,36,5,6.214285714285714,19.0,159
21253,England,India,London,145,4,5,7.5,47.0,153
3944,Pakistan,New Zealand,Wellington,46,51,4,4.0,15.0,105
31808,Pakistan,New Zealand,Pallekele,118,42,9,9.076923076923077,45.0,177
47935,New Zealand,Pakistan,Chandigarh,135,23,6,8.350515463917526,40.0,180
23753,Afghanistan,India,St Lucia,29,85,7,4.9714285714285715,26.0,115
8113,New Zealand,India,Hamilton,46,91,10,9.517241379310345,46.0,212
48008,England,Afghanistan,Delhi,50,71,5,6.122448979591836,30.0,142
40633,Sri Lanka,New Zealand,Chittagong,53,61,7,5.389830508474576,23.0,119
7398,Australia,India,Sydney,78,55,7,7.2,29.0,164
39342,Pakistan,Australia,Mirpur,29,90,8,5.8,25.0,191
29797,Australia,India,Melbourne,40,85,8,6.857142857142857,32.0,131
17963,India,Pakistan,Johannesburg,65,61,8,6.610169491525424,26.0,157
21425,Sri Lanka,New Zealand,Nottingham,56,77,8,7.813953488372093,41.0,158
48610,England,Sri Lanka,Delhi,46,81,9,7.076923076923077,42.0,171
44242,Sri Lanka,Pakistan,Colombo,54,77,8,7.534883720930233,34.0,172
7455,Australia,India,Sydney,159,1,4,8.016806722689076,52.0,164
19434,Australia,South Africa,Melbourne,55,89,9,10.64516129032258,54.0,182
47424,Pakistan,India,Kolkata,55,53,8,4.925373134328358,26.0,118
12457,Sri Lanka,Pakistan,Lahore,47,93,10,10.444444444444445,47.0,165
7882,Pakistan,England,Cardiff,58,71,8,7.1020408163265305,34.0,173
38823,New Zealand,Bangladesh,Mirpur,188,11,7,10.34862385321101,55.0,204
44039,Pakistan,Bangladesh,Mirpur,99,32,7,6.75,44.0,141
45963,Pakistan,New Zealand,Hamilton,34,84,9,5.666666666666667,23.0,168
37238,England,Australia,Melbourne,65,67,5,7.3584905660377355,35.0,130
15078,South Africa,India,Johannesburg,34,77,7,4.744186046511628,17.0,126
42752,New Zealand,Pakistan,Dubai,46,82,10,7.2631578947368425,44.0,144
10521,India,West Indies,Mumbai,223,8,8,11.946428571428571,78.0,240
42908,Australia,South Africa,Adelaide,69,54,6,6.2727272727272725,25.0,144
18171,New Zealand,England,Manchester,34,83,8,5.513513513513513,33.0,123
22299,New Zealand,West Indies,Hamilton,97,65,10,10.581818181818182,59.0,191
12884,Bangladesh,Pakistan,Lahore,87,41,9,6.6075949367088604,33.0,141
26622,New Zealand,Australia,Christchurch,91,50,6,7.8,29.0,214
29975,South Africa,New Zealand,Wellington,104,27,5,6.709677419354839,41.0,147
7003,South Africa,Sri Lanka,Centurion,47,76,9,6.409090909090909,33.0,180
12643,Sri Lanka,Pakistan,Lahore,135,29,8,8.901098901098901,43.0,182
40531,India,Australia,Mirpur,94,35,6,6.635294117647059,38.0,159
3954,Pakistan,New Zealand,Wellington,52,41,4,3.949367088607595,15.0,105
35856,New Zealand,England,Hamilton,154,13,6,8.63551401869159,43.0,192
35466,New Zealand,South Africa,Durban,62,44,2,4.894736842105263,27.0,86
38020,Pakistan,South Africa,Dubai,36,66,6,4.0,23.0,98
32176,New Zealand,Sri Lanka,Pallekele,91,51,9,7.913043478260869,42.0,174
8453,Pakistan,Australia,Abu Dhabi,148,4,2,7.655172413793103,38.0,155
36453,Australia,Sri Lanka,Sydney,109,22,7,6.673469387755102,43.0,137
39784,West Indies,Bangladesh,Mirpur,118,28,8,7.695652173913044,38.0,171
22739,England,South Africa,Johannesburg,194,2,4,9.864406779661017,46.0,202
3909,Pakistan,New Zealand,Wellington,23,85,6,3.942857142857143,22.0,105
49301,India,West Indies,Mumbai,157,14,8,8.88679245283019,49.0,192
14841,New Zealand,Sri Lanka,Wellington,82,72,9,10.25,49.0,162
26045,Sri Lanka,England,St Lucia,93,22,6,5.6938775510204085,28.0,128
46003,Pakistan,New Zealand,Hamilton,77,46,7,6.243243243243243,33.0,168
42382,New Zealand,Pakistan,Dubai,37,80,7,5.55,27.0,135
14892,New Zealand,Sri Lanka,Wellington,135,23,5,8.350515463917526,29.0,162
16375,Bangladesh,Australia,Cape Town,98,28,7,6.391304347826087,34.0,123
1657,West Indies,Pakistan,Abu Dhabi,29,75,7,3.8666666666666667,17.0,103
19872,Australia,West Indies,London,128,20,5,7.68,45.0,169
12257,Pakistan,England,Manchester,115,41,8,8.734177215189874,43.0,195
11529,West Indies,India,Lauderhill,46,53,5,4.119402985074627,13.0,95
20061,England,Pakistan,London,69,81,8,10.615384615384615,59.0,185
9994,Australia,South Africa,Cape Town,123,45,9,9.84,33.0,193
44488,South Africa,Australia,Johannesburg,75,76,9,10.227272727272727,55.0,204
31559,England,Afghanistan,Colombo,95,43,8,7.402597402597403,35.0,196
17687,New Zealand,Pakistan,Cape Town,36,88,10,6.75,36.0,143
2725,Pakistan,West Indies,Trinidad,109,11,2,6.0,34.0,132
35428,New Zealand,South Africa,Durban,28,81,6,4.3076923076923075,19.0,86
44557,South Africa,Australia,Johannesburg,167,10,4,9.10909090909091,47.0,204
7360,Australia,India,Sydney,37,91,10,7.655172413793103,36.0,164
18817,England,New Zealand,Christchurch,90,53,6,8.059701492537313,23.0,193
5542,India,Sri Lanka,Colombo,80,59,8,7.868852459016393,44.0,174
40314,South Africa,England,Chittagong,185,4,6,9.568965517241379,64.0,196
36340,Australia,Pakistan,Dubai,152,14,5,8.60377358490566,30.0,168
49868,Sri Lanka,India,Mirpur,62,47,6,5.095890410958904,29.0,138
50302,Australia,Sri Lanka,Pallekele,86,71,9,10.53061224489796,48.0,263
31468,New Zealand,Bangladesh,Pallekele,158,13,8,8.85981308411215,50.0,191
12232,Pakistan,England,Manchester,75,66,9,8.333333333333334,44.0,195
34113,South Africa,England,Manchester,46,87,7,8.363636363636363,41.0,77
8182,New Zealand,India,Hamilton,167,22,7,10.224489795918368,55.0,212
13401,West Indies,New Zealand,Auckland,147,32,3,10.022727272727273,51.0,180
17594,India,South Africa,Durban,61,58,7,5.903225806451613,28.0,153
30670,Sri Lanka,Pakistan,Abu Dhabi,80,70,8,9.6,45.0,141
5198,India,South Africa,Centurion,131,27,6,8.451612903225806,41.0,188
26853,Pakistan,New Zealand,Dubai,66,65,8,7.2,34.0,161
20335,South Africa,New Zealand,London,63,56,8,5.90625,21.0,128
48052,England,Afghanistan,Delhi,87,29,3,5.736263736263736,26.0,142
855,England,South Africa,Cardiff,179,6,4,9.421052631578947,45.0,181
42770,New Zealand,Pakistan,Dubai,55,64,8,5.892857142857143,27.0,144
18370,Australia,India,Mumbai,158,7,6,8.389380530973451,45.0,166
38939,New Zealand,Sri Lanka,Pallekele,117,16,5,6.75,46.0,142
6871,Sri Lanka,South Africa,Cape Town,45,82,7,7.105263157894737,45.0,134
20424,Sri Lanka,West Indies,Nottingham,47,90,10,9.4,46.0,192
27782,Australia,England,Melbourne,138,6,4,7.2631578947368425,43.0,147
47668,Sri Lanka,West Indies,Bangalore,67,42,5,5.153846153846154,20.0,122
18338,Australia,India,Mumbai,113,38,7,8.268292682926829,41.0,166
10037,Australia,South Africa,Cape Town,173,5,5,9.02608695652174,35.0,193
34884,West Indies,New Zealand,Lauderhill,173,3,5,8.871794871794872,58.0,177
6628,South Africa,Pakistan,Johannesburg,55,72,10,6.875,46.0,188
9359,Sri Lanka,Australia,Melbourne,42,82,8,6.631578947368421,39.0,142
29617,Sri Lanka,Australia,Pallekele,134,18,4,7.882352941176471,26.0,157
6157,Sri Lanka,Bangladesh,Colombo,40,72,6,5.0,18.0,159
31448,New Zealand,Bangladesh,Pallekele,120,33,8,8.275862068965518,50.0,191
32171,New Zealand,Sri Lanka,Pallekele,86,56,9,8.0625,45.0,174
22734,England,South Africa,Johannesburg,181,6,4,9.526315789473685,41.0,202
7990,New Zealand,India,Auckland,42,86,8,7.411764705882353,40.0,158
13209,Australia,India,Sydney,45,89,9,8.709677419354838,41.0,186
17017,Sri Lanka,Bangladesh,Johannesburg,137,7,5,7.274336283185841,47.0,147
23583,West Indies,Australia,Sydney,100,19,3,5.9405940594059405,27.0,138
31442,New Zealand,Bangladesh,Pallekele,111,39,9,8.222222222222221,49.0,191
14013,South Africa,England,Cape Town,99,35,7,6.988235294117647,35.0,191
19729,England,West Indies,Trinidad,96,41,5,7.291139240506329,32.0,121
14103,England,Australia,Southampton,68,72,8,8.5,44.0,179
17514,Bangladesh,Pakistan,Cape Town,130,17,3,7.572815533980583,28.0,140
33333,Sri Lanka,England,Pallekele,162,5,4,8.452173913043477,55.0,169
48435,South Africa,West Indies,Nagpur,112,15,3,6.4,36.0,122
12136,England,Pakistan,Manchester,74,63,8,7.7894736842105265,51.0,131
38900,New Zealand,Sri Lanka,Pallekele,65,55,6,6.0,26.0,142
5656,Bangladesh,India,Colombo,66,67,7,7.471698113207547,43.0,139
8682,Pakistan,Australia,Dubai,121,23,8,7.484536082474227,41.0,150
5784,Sri Lanka,Bangladesh,Colombo,78,74,9,10.173913043478262,42.0,214
6922,Sri Lanka,South Africa,Cape Town,92,33,5,6.344827586206897,28.0,134
3912,Pakistan,New Zealand,Wellington,27,82,6,4.2631578947368425,23.0,105
3605,Sri Lanka,India,Colombo,60,84,8,10.0,56.0,170
13603,Pakistan,New Zealand,Auckland,32,76,6,4.363636363636363,18.0,153
24202,Australia,Pakistan,St Lucia,191,6,5,10.052631578947368,64.0,191
